file_id,light_id,n_charge_hits,charge_x,charge_y,charge_z,charge_E,charge_Q,fprompt,integral,integral_total,tpc,det,n_valid_sumhits,period,window
0,904,7,-49.10679813585528,20.934814180646622,-55.194928305489675,2.787059913770409,82.8110505590112,,,0.0,-1,-1,0,32,prompt
0,1096,8,-2.7173625134787436,-35.139450550079346,18.905750274658203,3.168027824493695,94.1306324454255,,,0.0,-1,-1,0,32,prompt
0,1160,8,-14.969656504098857,-33.09565269947052,-20.643605828285217,2.9215015357062493,86.80567295530659,,,0.0,-1,-1,0,32,prompt
0,1750,8,47.925909730960655,-7.537799835205078,9.078050196170807,3.677241178449207,109.26073158372745,,,0.0,-1,-1,0,32,prompt
0,1824,6,-29.938993801588357,-22.04991277058919,49.924275716145836,1.2803211214352606,38.041786111268856,,,0.0,-1,-1,0,32,prompt
0,3190,7,-12.176471192538457,-1.0411981855119978,2.7956345421927318,2.850264180179731,84.6890194090195,,,0.0,-1,-1,0,32,prompt
0,3896,12,3.2625804631431095,11.084999680519104,-38.15181716283163,3.312621087136467,98.4268874071656,,,0.0,-1,-1,0,32,prompt
0,4134,6,-12.701801836455564,37.439587910970054,35.76318868001302,2.2068598108669044,65.57174407030126,,,0.0,-1,-1,0,32,prompt
0,5348,7,5.545948856061801,39.87432861328125,-20.673071588788712,3.519929773755062,104.58658639464451,,,0.0,-1,-1,0,32,prompt
0,5382,7,-15.013595317966933,7.973281519753593,5.5458286830357135,1.1553567132947469,34.32875724186024,,,0.0,-1,-1,0,32,prompt
0,5542,9,6.127834567112311,11.996433152092827,-16.255411359998917,2.310146416328164,68.64066708292137,,,0.0,-1,-1,0,32,prompt
0,5912,6,5.0833108148530854,0.8914190928141276,-27.57561429341634,1.513057612192212,44.95701359087029,,,0.0,-1,-1,0,32,prompt
1,139,11,-26.235493166011835,-12.452989968386563,25.43303004178134,3.4639022348300865,102.92185743216722,,,0.0,-1,-1,0,32,prompt
1,145,12,-28.029771212609344,38.74900255600611,-14.145863572756449,2.7670677406329194,82.21702929226586,,,0.0,-1,-1,0,32,prompt
1,763,6,-6.4877904408895715,41.342431704203285,2.8298230171203618,1.664331580788556,49.4517703055715,,,0.0,-1,-1,0,32,prompt
1,1095,7,6.326651902012225,31.449728761400497,-9.454728467123848,3.9118234119334527,116.23080104700988,,,0.0,-1,-1,0,32,prompt
1,1473,10,-25.912656302640805,0.7122112274169922,26.893216705322267,3.310173628716,98.35416683090637,,,0.0,-1,-1,0,32,prompt
1,1479,6,-12.050510297198976,-7.708693623542786,-13.534614404042562,4.260769423032018,126.5989261184069,,,0.0,-1,-1,0,32,prompt
1,1493,6,21.979054395390317,-17.02933120727539,-17.848526914914448,2.179617125899718,64.76229058455652,,,0.0,-1,-1,0,32,prompt
1,1861,6,7.786238459708392,32.93630599975586,8.48317321141561,1.9682244992542952,58.48124674820276,,,0.0,-1,-1,0,32,prompt
1,2157,7,-16.84536006261823,1.1282942635672437,24.73349482672555,2.5027259357494485,74.36272287391137,,,0.0,-1,-1,0,32,prompt
1,2669,6,-28.78300128176379,-25.721818685531616,34.82558147112528,1.4570476661602403,43.292807360590025,,,0.0,-1,-1,0,32,prompt
1,3639,8,9.99709588649251,-22.97366300225258,11.058390855789185,2.5819280858333125,76.71603190131017,,,0.0,-1,-1,0,32,prompt
1,4447,6,-6.02887031601007,-36.04010677337646,-22.476514498392742,2.8275235517179675,84.01333413796152,,,0.0,-1,-1,0,32,prompt
1,4897,6,-48.08620887047807,-1.5842309792836506,36.49903933207194,2.325045475590459,69.0833582298736,,,0.0,-1,-1,0,32,prompt
2,727,6,13.318344868632282,14.493637084960938,16.718404213587444,1.695052813849507,50.3645808166322,,,0.0,-1,-1,0,32,prompt
2,1053,7,3.3818929792913863,48.04159818376814,19.861491339547293,2.2895279773249024,68.02803777190051,,,0.0,-1,-1,0,32,prompt
2,1501,9,-16.1531004202761,-44.77724181281196,29.54929150475396,2.744756326619804,81.55409713757685,,,0.0,-1,-1,0,32,prompt
2,2915,10,4.182678389886849,-2.893184894323349,31.87138705253601,3.5408875077800706,105.20929707387045,,,0.0,-1,-1,0,32,prompt
2,3383,7,-32.45202349189273,-6.955837624413626,47.43938718523298,2.1952266196046595,65.2260906507172,,,0.0,-1,-1,0,32,prompt
2,3393,6,-9.485468570653678,-11.306699752807617,-13.908733685811361,2.7071599153252324,80.437006578752,,,0.0,-1,-1,0,32,prompt
2,3557,21,-44.212941106204354,51.565044312250045,35.2783994220552,8.175280172619539,242.90957519926806,,,0.0,-1,-1,0,32,prompt
2,4031,6,11.294382825502579,-5.83810035387675,34.83167107899984,1.7990421877919938,53.45438497211639,,,0.0,-1,-1,0,32,prompt
2,4801,9,20.4644490159649,36.826833724975586,-26.912544356452095,3.8423429904773077,114.16635074020525,,,0.0,-1,-1,0,32,prompt
2,5071,7,26.93374802914048,4.703207424708775,47.680882045200896,2.0523955561701914,60.98219536987702,,,0.0,-1,-1,0,32,prompt
2,5111,6,5.630629050540816,2.6234501202901206,18.111795425415036,1.689224735364537,50.19141292034978,,,0.0,-1,-1,0,32,prompt
2,5505,6,-21.24329591279103,-18.036218961079914,11.994893232981363,1.3578716592283704,40.34602129269909,,,0.0,-1,-1,0,32,prompt
2,5611,14,-25.937105550995593,-31.465564472334727,-13.870825495038714,6.429379147924367,191.0341571959751,,,0.0,-1,-1,0,32,prompt
2,5655,8,18.2250778933929,-43.314637422561646,7.39120626449585,2.201001783310201,65.39768630649884,,,0.0,-1,-1,0,32,prompt
3,149,7,-15.013936939332037,-10.894971302577428,8.009542465209961,1.8482118566052739,54.915348157711485,,,0.0,-1,-1,0,32,prompt
3,1011,7,-30.105682759473645,-2.672277450561522,8.951944283076696,2.159096508557828,64.15256781835217,,,0.0,-1,-1,0,32,prompt
3,1291,9,-17.19264832142082,2.297058794233534,-3.952041414048937,3.402636752183785,101.10149506540287,,,0.0,-1,-1,0,32,prompt
3,1347,8,28.816796275574823,-8.441920280456543,-35.49986791610718,3.576404438529032,106.26460066939815,,,0.0,-1,-1,0,32,prompt
3,2985,8,-6.536430158815567,-11.580361008644104,-16.98429822921753,2.966929964486366,88.15547383111101,,,0.0,-1,-1,0,32,prompt
3,3021,16,0.03876406990527803,29.758029222488403,19.09399026632309,6.633695492974908,197.10494566249338,,,0.0,-1,-1,0,32,prompt
3,3711,9,-14.734722861568745,-18.441128942701553,-30.812868118286133,2.6443059465212886,78.56944601331855,,,0.0,-1,-1,0,32,prompt
3,3911,8,14.729534740473728,21.778561115264893,-8.019304633140564,2.2547442253782357,66.99451889171588,,,0.0,-1,-1,0,32,prompt
3,4045,11,-10.982398169649876,-19.509600574320014,-11.040165814486416,3.5699165347322817,106.07182758738433,,,0.0,-1,-1,0,32,prompt
3,4101,9,-4.423759320102666,-10.419900258382162,-20.409344779120552,1.9817991417922258,58.88458591001084,,,0.0,-1,-1,0,32,prompt
3,4165,6,-27.63303700887371,-3.039137363433838,29.03828763961792,0.859009386938027,25.523480647445513,,,0.0,-1,-1,0,32,prompt
3,4411,7,-5.461159256167909,11.152301788330078,-28.398201942443848,4.100732216230264,121.84379001304265,,,0.0,-1,-1,0,32,prompt
3,5567,11,-56.40542772584886,-6.331046537919478,28.57977156205611,3.4769488586555486,103.30950773702672,,,0.0,-1,-1,0,32,prompt
3,6133,10,-41.27045722447722,-17.02101731300354,18.68666276931763,2.629407180934602,78.12676359225901,,,0.0,-1,-1,0,32,prompt
4,347,8,-44.66250607925585,10.523822158575058,42.42342495918274,2.641392187212346,78.48287038275625,,,0.0,-1,-1,0,32,prompt
4,477,6,-14.135151199738923,-9.473056475321451,5.407085418701172,2.3986719409750727,71.27099865960453,,,0.0,-1,-1,0,32,prompt
4,831,8,-12.712671807453235,-6.1937432289123535,6.892380595207214,2.331737074790382,69.28218365049968,,,0.0,-1,-1,0,32,prompt
4,1041,8,10.923337244836459,33.38317024707794,5.1313796043396,3.6534082305631164,108.55259056292846,0.5104830265045166,56.45640563964844,56.45640563964844,2,14,1,32,prompt
4,1219,8,-20.42687453616184,36.02278634905815,30.22866654396057,2.3774469356712458,70.64034663140586,,,0.0,-1,-1,0,32,prompt
5,161,11,0.014384123435030332,9.853053786537863,29.814237334511496,3.715587298363416,110.4000980032536,,,0.0,-1,-1,0,32,prompt
5,183,7,10.119772553310218,-27.811473165239608,37.01156834193638,3.5552566410681536,105.63624269399483,,,0.0,-1,-1,0,32,prompt
5,463,6,38.12613428090294,17.21870009104411,9.171366930007935,1.5315299778076372,45.50587728603718,,,0.0,-1,-1,0,32,prompt
